COUNTY AREA TOTAL DEM REP LIB GRN WI1 WI2 WI3
COUNTY AREA TOTAL Cordray DeWine Irvine GadellNewton Ayres Duncan Turner
Delaware "BERLIN C" 395 147 234 8 4 0 0 0
Delaware BROWN 779 211 535 19 6 0 0 0
Delaware "CONCORD A" 636 208 408 13 3 0 0 0
Delaware "CONCORD B" 545 146 388 4 0 0 0 0
Delaware "CONCORD C" 508 172 329 1 3 0 0 0
Delaware "CONCORD D" 307 101 195 8 2 0 0 0
Delaware "SHAWNEE HILLS" 464 220 230 5 3 0 0 0
Delaware "DELAWARE A" 350 130 211 5 2 0 0 0
Delaware "DELAWARE B" 731 240 471 13 3 0 0 0
Delaware "GENOA A" 631 233 372 12 5 0 0 0
Delaware "GENOA B" 582 169 393 7 6 0 0 0
Delaware "GENOA C" 721 284 421 7 5 0 0 0
Delaware "GENOA D" 795 383 387 10 8 0 0 0
Delaware "GENOA E" 560 206 332 12 3 0 0 0
Delaware "GENOA F" 572 206 343 8 5 0 0 0
Delaware "GENOA G" 704 309 378 7 3 0 0 0
Delaware "GENOA H" 573 239 324 5 0 0 0 0
Delaware "HARLEM A" 636 176 442 10 7 0 0 0
Delaware "HARLEM B" 688 212 458 12 1 0 0 0
Delaware "HARLEM C" 589 184 390 7 6 0 0 0
Delaware "HARLEM D" 264 92 162 5 5 0 0 0
Delaware "KINGSTON A" 614 171 419 16 4 0 0 0
Delaware "KINGSTON B" 574 169 383 14 3 0 0 0
Delaware "LIBERTY A" 765 300 446 11 5 0 0 0
Delaware "LIBERTY B" 501 165 329 1 4 0 0 0
Delaware "LIBERTY C" 632 231 382 14 3 0 0 0
Delaware "LIBERTY D" 693 252 434 2 2 0 0 0
Delaware "LIBERTY E" 593 198 379 6 8 0 0 0
Delaware "LIBERTY F" 695 229 460 2 2 0 0 0
Delaware "LIBERTY G" 789 381 392 10 6 0 0 0
Delaware "LIBERTY H" 886 347 525 6 3 0 0 0
Delaware "POWELL A" 470 201 258 4 4 0 0 0
Delaware "POWELL B" 537 208 315 6 5 0 0 0
Delaware "POWELL C" 791 319 458 3 5 0 0 0
Delaware "POWELL D" 570 239 314 16 1 0 0 0
Delaware "POWELL E" 908 481 405 17 3 0 0 0
Delaware MARLBORO 153 30 118 2 2 0 0 0
Delaware "ORANGE A" 599 316 264 7 3 0 0 0
Delaware "ORANGE B" 800 380 401 7 5 0 0 0
Delaware "ORANGE C" 592 257 315 8 2 0 0 0
Delaware "ORANGE D" 532 210 312 6 0 0 0 0
Delaware "ORANGE E" 668 300 339 16 7 0 0 0
Delaware "ORANGE F" 692 276 401 5 5 0 0 0
Delaware "ORANGE G" 677 378 273 13 8 0 0 0
Delaware "ORANGE H" 790 393 374 12 4 0 0 0
Delaware OXFORD 447 124 302 10 6 0 0 0
Delaware ASHLEY 317 108 196 7 3 0 0 0
Delaware "PORTER A" 558 155 393 2 4 0 0 0
Delaware "PORTER B" 595 166 410 11 3 0 0 0
Delaware RADNOR 889 258 613 8 4 0 0 0
Delaware OSTRANDER 396 125 260 3 5 0 0 0
Delaware "SCIOTO A" 717 219 465 14 7 0 0 0
Delaware "SCIOTO B" 652 216 421 9 2 0 0 0
Delaware THOMPSON 350 117 224 3 4 0 0 0
Delaware "TRENTON A" 511 145 349 7 7 0 0 0
Delaware "TRENTON B" 633 167 444 9 6 0 0 0
Delaware "TROY A" 459 132 306 12 4 0 0 0
Delaware "TROY B" 508 175 314 7 8 0 0 0
Delaware "ORANGE I" 533 232 290 6 3 0 0 0
Delaware "GENOA I" 854 348 486 8 3 0 0 0
Delaware "ORANGE J" 683 359 306 10 4 0 0 0
Delaware "COLUMBUS CITY B" 613 351 245 8 5 0 0 0
Delaware "WESTERVILLE CITY F" 483 180 291 4 5 0 0 0
Delaware "GENOA J" 693 285 382 7 8 0 0 0
Delaware "GENOA K" 873 339 511 7 5 0 0 0
Delaware "LIBERTY I" 473 187 283 2 0 0 0 0
Delaware "COLUMBUS CITY C" 632 439 179 5 7 0 0 0
Delaware "GENOA L" 914 337 557 11 2 0 0 0
Delaware "GENOA M" 921 435 461 9 6 0 0 0
Delaware "POWELL F" 598 299 292 4 1 0 0 0
Delaware "POWELL G" 872 389 466 9 2 0 0 0
Delaware "ORANGE K" 549 244 290 4 4 0 0 0
Delaware "BERLIN D" 731 314 400 10 4 0 0 0
Delaware "CONCORD E" 495 180 303 4 2 0 0 0
Delaware "LIBERTY J" 528 238 281 7 1 0 0 0
Delaware "LIBERTY K" 717 271 429 11 4 0 0 0
Delaware "ORANGE L" 804 367 416 8 6 0 0 0
Delaware "DELAWARE CITY 2-E" 210 135 61 3 9 0 0 0
Delaware "DELAWARE CITY 2-F" 539 247 267 12 6 0 0 0
Delaware "GENOA N" 820 378 420 10 4 0 0 0
Delaware "COLUMBUS CITY D" 378 221 146 6 1 0 0 0
Delaware "CONCORD F" 831 324 488 7 7 0 0 0
Delaware "GENOA O" 736 316 406 10 2 0 0 0
Delaware "POWELL H" 657 277 359 11 4 0 0 0
Delaware "ORANGE M" 484 255 222 1 3 0 0 0
Delaware "ORANGE N" 737 339 382 3 5 0 0 0
Delaware "DELAWARE CITY 2-G" 724 282 409 19 7 0 0 0
Delaware "BERLIN E" 663 258 399 3 2 0 0 0
Delaware "DELAWARE CITY 3-F" 927 430 473 15 3 0 0 0
Delaware "GENOA P" 839 296 513 13 8 0 0 0
Delaware "CONCORD G" 743 287 444 2 4 0 0 0
Delaware "SUNBURY D" 720 236 457 14 7 0 0 0
Delaware "WESTERVILLE CITY G" 657 334 307 10 4 0 0 0
Delaware "GENOA Q" 810 355 427 13 4 0 0 0
Delaware "LIBERTY L" 838 369 449 10 3 0 0 0
Delaware "ORANGE O" 725 343 362 11 2 0 0 0
Delaware "COLUMBUS CITY E" 626 349 257 12 5 0 0 0
Delaware "CONCORD H" 688 321 353 5 4 0 0 0
Delaware "GENOA R" 458 151 302 1 1 0 0 0
Delaware "ORANGE P" 564 242 316 4 1 0 0 0
Delaware "ORANGE Q" 665 280 365 10 2 0 0 0
Delaware "POWELL I" 715 342 361 9 1 0 0 0
Delaware "POWELL J" 767 313 446 2 1 0 0 0
Delaware "GENOA S" 449 197 239 4 1 0 0 0
Delaware "COLUMBUS CITY F" 552 303 236 8 2 0 0 0
Delaware "CONCORD I" 861 351 493 9 4 0 0 0
Delaware "DELAWARE CITY 3-G" 577 299 265 6 4 0 0 0
Delaware "LIBERTY M" 352 124 221 1 3 0 0 0
Delaware "ORANGE R" 466 206 250 5 1 0 0 0
Delaware "ORANGE S" 706 267 418 9 5 0 0 0
Delaware "WESTERVILLE CITY H" 567 278 276 1 6 0 0 0
Delaware "BERKSHIRE C" 363 101 255 5 1 0 0 0
Delaware "COLUMBUS CITY G" 589 380 196 11 1 0 0 0
Delaware "BERKSHIRE D" 495 140 344 3 1 0 0 0
Delaware "BERKSHIRE E" 202 66 129 2 3 0 0 0
Delaware "GENOA T" 602 288 297 10 3 0 0 0
Delaware "DELAWARE CITY 4-G" 424 178 231 6 3 0 0 0
Delaware "ORANGE T" 688 241 441 3 2 0 0 0
Delaware "LIBERTY N" 481 202 271 2 1 0 0 0
Erie "HUR A" 640 270 344 10 7 0 0 0
Erie "HUR B" 498 246 231 11 5 0 0 0
Erie "HUR C" 592 233 332 10 8 0 0 0
Erie "HUR F" 559 246 265 17 17 0 0 0
Erie "HUR D" 417 193 203 9 6 0 0 0
Erie "HUR E" 630 261 343 9 5 0 0 0
Erie "VER 1-A" 417 177 225 4 6 0 0 0
Erie "VER 2-A" 315 154 134 17 4 0 0 0
Erie "VER 2-B" 518 257 233 16 8 0 0 0
Erie "VER 3-A" 397 174 197 11 7 0 0 0
Erie "VER 3-B" 385 160 205 10 5 0 0 0
Erie "BER VILL" 277 135 119 11 6 0 0 0
Erie "BER TWP #2" 709 279 390 19 9 0 0 0
Erie "BER TWP #1" 487 203 265 9 5 0 0 0
Erie "FLO TWP #1" 584 239 289 19 11 0 0 0
Erie "FLO TWP #2" 723 263 408 17 11 0 0 0
Erie "GRO TWP" 550 179 338 10 17 0 0 0
Erie "HUR TWP #1" 629 215 387 8 7 0 0 0
Erie "HUR TWP #2" 659 269 352 13 8 0 0 0
Erie "HUR TWP #3" 658 252 382 7 6 0 0 0
Erie "KI VILL" 226 86 125 6 6 0 0 0
Erie "BV VILL" 273 126 114 13 9 0 0 0
Erie "CAST VILL" 325 145 161 5 3 0 0 0
Erie "MAR TWP #1" 587 242 298 17 11 0 0 0
Erie "MAR TWP #2" 373 176 167 16 6 0 0 0
Erie "MAR TWP #3" 571 276 260 10 7 0 0 0
Erie "MAR TWP #4" 355 162 159 14 8 0 0 0
Erie "MIL TWP #1" 441 167 247 8 9 0 0 0
Erie "MIL TWP #2" 757 266 448 26 7 0 0 0
Erie "OX TWP" 491 175 290 9 9 0 0 0
Erie "PER TWP #2" 819 316 459 12 10 0 0 0
Erie "PER TWP #6" 553 256 267 7 11 0 0 0
Erie "PER TWP #7" 529 218 272 15 10 0 0 0
Erie "PER TWP #4" 423 215 180 10 7 0 0 0
Erie "PER TWP #1" 569 312 222 14 3 0 0 0
Erie "PER TWP #8" 601 263 308 7 8 0 0 0
Erie "PER TWP #9" 477 231 221 16 3 0 0 0
Erie "PER TWP #3" 583 254 301 6 9 0 0 0
Erie "PER TWP #5" 148 57 74 6 4 0 0 0
Erie "PER TWP #10" 752 306 400 12 13 0 0 0
Erie "VER TWP #5" 389 169 197 13 3 0 0 0
Erie "VER TWP #1" 675 281 357 13 16 0 0 0
Erie "VER TWP #2" 433 172 232 14 7 0 0 0
Erie "VER TWP #4" 303 109 180 5 4 0 0 0
Erie "VER TWP #3" 404 192 197 4 8 0 0 0
Erie "SAN A" 285 78 194 5 3 0 0 0
Erie "SAN B" 542 329 179 15 7 0 0 0
Erie "SAN C" 431 323 87 7 7 0 0 0
Erie "SAN D" 476 280 173 10 6 0 0 0
Erie "SAN E" 561 357 173 15 9 0 0 0
Erie "SAN F" 539 363 154 10 7 0 0 0
Erie "SAN G" 576 341 191 9 19 0 0 0
Erie "SAN H" 482 302 156 10 5 0 0 0
Erie "SAN I" 512 293 182 11 9 0 0 0
Erie "SAN J" 482 312 136 17 6 0 0 0
Erie "SAN K" 496 319 142 17 10 0 0 0
Erie "SAN L" 355 233 102 5 6 0 0 0
Erie "SAN M" 401 258 114 12 8 0 0 0
Erie "SAN N" 439 303 112 12 5 0 0 0
Erie "SAN O" 452 262 159 15 9 0 0 0
Erie "SAN P" 767 394 312 22 19 0 0 0
Erie "MIL VILL" 425 170 233 12 3 0 0 0
Fairfield "LANCASTER CITY 1-A" 676 235 395 29 8 0 0 0
Fairfield "LANCASTER CITY 1-B" 885 316 545 10 9 0 0 0
Fairfield "LANCASTER CITY 1-C" 855 265 547 15 12 0 0 0
Fairfield "LANCASTER CITY 2-A" 876 257 594 10 9 0 0 0
Fairfield "LANCASTER CITY 2-B" 704 278 394 19 7 0 0 0
Fairfield "LANCASTER CITY 2-C" 889 281 581 13 7 0 0 0
Fairfield "LANCASTER CITY 3-A" 539 183 331 10 6 0 0 0
Fairfield "LANCASTER CITY 3-B" 395 158 214 7 11 0 0 0
Fairfield "LANCASTER CITY 3-C" 421 177 226 10 3 0 0 0
Fairfield "LANCASTER CITY 3-D" 421 179 228 8 2 0 0 0
Fairfield "LANCASTER CITY 4-A" 708 240 451 8 4 0 0 0
Fairfield "LANCASTER CITY 4-B" 692 269 395 13 7 0 0 0
Fairfield "LANCASTER CITY 4-C" 568 162 395 5 3 0 0 0
Fairfield "LANCASTER CITY 4-D" 535 216 301 7 5 0 0 0
Fairfield "LANCASTER CITY 5-A" 282 129 142 2 6 0 0 0
Fairfield "LANCASTER CITY 5-B" 307 119 170 11 3 0 0 0
Fairfield "LANCASTER CITY 5-C" 366 140 198 17 7 0 0 0
Fairfield "LANCASTER CITY 5-D" 383 141 219 10 9 0 0 0
Fairfield "LANCASTER CITY 6-A" 639 252 352 24 4 0 0 0
Fairfield "LANCASTER CITY 6-B" 375 165 191 10 5 0 0 0
Fairfield "LANCASTER CITY 6-C" 624 255 337 8 16 0 0 0
Fairfield "PICKERINGTON CITY A" 478 206 259 5 4 0 0 0
Fairfield "PICKERINGTON CITY B" 638 305 311 10 8 0 0 0
Fairfield "PICKERINGTON CITY C" 801 322 455 10 5 0 0 0
Fairfield "PICKERINGTON CITY D" 414 159 241 8 3 0 0 0
Fairfield "PICKERINGTON CITY E" 437 199 228 7 3 0 0 0
Fairfield "PICKERINGTON CITY F" 1080 540 520 12 5 0 0 0
Fairfield "PICKERINGTON CITY G" 666 291 362 4 3 0 0 0
Fairfield "PICKERINGTON CITY H" 559 245 302 8 2 0 0 0
Fairfield "PICKERINGTON CITY I" 358 190 155 10 3 0 0 0
Fairfield "AMANDA A" 408 94 297 4 6 0 0 0
Fairfield "AMANDA B" 696 192 471 11 11 0 0 0
Fairfield "BERNE A" 515 140 350 7 5 0 0 0
Fairfield "BERNE B" 488 123 350 7 5 0 0 0
Fairfield "BERNE C" 467 157 285 10 6 0 0 0
Fairfield "BERNE D" 484 152 304 16 3 0 0 0
Fairfield "BLOOM A" 644 192 429 10 7 0 0 0
Fairfield "BLOOM B" 956 283 652 13 3 0 0 0
Fairfield "BLOOM C" 782 262 504 8 4 0 0 0
Fairfield "BLOOM D" 792 213 547 15 7 0 0 0
Fairfield "BLOOM E" 744 189 533 10 6 0 0 0
Fairfield "LITHOPOLIS VILLAGE" 718 289 400 14 8 0 0 0
Fairfield "CLEARCREEK A" 768 209 508 21 9 0 0 0
Fairfield "CLEARCREEK B" 784 209 516 22 6 0 0 0
Fairfield "GREENFIELD A" 684 198 460 10 8 0 0 0
Fairfield "GREENFIELD B" 829 208 596 12 5 0 0 0
Fairfield "GREENFIELD C" 495 122 356 8 2 0 0 0
Fairfield "GREENFIELD D" 411 138 259 8 2 0 0 0
Fairfield "HOCKING A" 528 128 377 4 9 0 0 0
Fairfield "HOCKING B" 505 152 335 4 4 0 0 0
Fairfield "HOCKING C" 498 140 331 12 7 0 0 0
Fairfield "LIBERTY A" 695 194 481 8 5 0 0 0
Fairfield "LIBERTY B" 839 226 594 8 4 0 0 0
Fairfield "LIBERTY C" 511 149 348 10 1 0 0 0
Fairfield "LIBERTY D" 569 168 380 9 5 0 0 0
Fairfield "BALTIMORE VILLAGE A" 530 176 324 20 5 0 0 0
Fairfield "BALTIMORE VILLAGE B" 477 162 288 15 8 0 0 0
Fairfield "MADISON A" 644 122 480 12 8 0 0 0
Fairfield "PLEASANT A" 822 261 522 18 16 0 0 0
Fairfield "PLEASANT B" 555 174 355 13 8 0 0 0
Fairfield "PLEASANT C" 452 100 337 5 3 0 0 0
Fairfield "PLEASANT D" 469 147 302 14 2 0 0 0
Fairfield "PLEASANT E" 643 209 412 7 9 0 0 0
Fairfield "RICHLAND EAST" 348 82 248 9 4 0 0 0
Fairfield "RICHLAND WEST" 513 117 369 13 5 0 0 0
Fairfield "RUSHCREEK A" 409 102 290 8 6 0 0 0
Fairfield "RUSHCREEK B" 618 167 428 8 7 0 0 0
Fairfield "BREMEN VILLAGE" 488 158 299 7 13 0 0 0
Fairfield "VIOLET A" 576 293 258 9 11 0 0 0
Fairfield "VIOLET B" 520 165 346 5 0 0 0 0
Fairfield "VIOLET C" 937 396 525 7 5 0 0 0
Fairfield "VIOLET D" 644 248 367 8 11 0 0 0
Fairfield "VIOLET E" 555 225 318 7 2 0 0 0
Fairfield "VIOLET F" 808 336 449 10 4 0 0 0
Fairfield "VIOLET G" 592 300 285 4 3 0 0 0
Fairfield "VIOLET H" 347 142 198 1 1 0 0 0
Fairfield "VIOLET I" 917 298 597 12 5 0 0 0
Fairfield "VIOLET J" 483 163 313 1 3 0 0 0
Fairfield "VIOLET K" 508 258 242 2 3 0 0 0
Fairfield "VIOLET L" 569 252 297 8 6 0 0 0
Fairfield "VIOLET M" 543 201 332 4 1 0 0 0
Fairfield "VIOLET N" 560 248 291 14 3 0 0 0
Fairfield "VIOLET O" 565 255 292 12 1 0 0 0
Fairfield "VIOLET P" 528 241 281 5 0 0 0 0
Fairfield "WALNUT A" 721 206 489 13 6 0 0 0
Fairfield "WALNUT B" 591 195 369 9 10 0 0 0
Fairfield "WALNUT C" 673 196 441 20 5 0 0 0
Fairfield "WALNUT D" 533 123 378 16 9 0 0 0
Fairfield "COLUMBUS CITY A" 857 526 305 10 11 0 0 0
Fairfield "COLUMBUS CITY B" 736 564 155 10 2 0 0 0
Fairfield "COLUMBUS CITY C" 793 545 205 17 17 0 0 0
Fairfield "PICKERINGTON CITY J" 395 203 181 6 3 0 0 0
Fairfield "VIOLET Q" 779 317 449 7 2 0 0 0
Fairfield "VIOLET R" 503 255 232 7 2 0 0 0
Fairfield "COLUMBUS CITY D" 722 535 158 17 4 0 0 0
Fairfield "PICKERINGTON CITY K" 938 560 349 11 13 0 0 0
Fairfield "PICKERINGTON CITY L" 963 534 391 23 7 0 0 0
Fairfield "PICKERINGTON CITY M" 738 366 343 16 8 0 0 0
Fairfield "LANCASTER CITY 3-E" 457 178 253 11 9 0 0 0
Fayette "WASHINGTON 1B" 289 112 164 5 4 0 0 0
Fayette "WASHINGTON 1C" 345 148 183 9 1 0 0 0
Fayette "WASHINGTON 2A" 174 57 114 2 1 0 0 0
Fayette "WASHINGTON 2D" 302 90 195 10 3 0 0 0
Fayette "WASHINGTON 3A" 266 76 181 3 2 0 0 0
Fayette "WASHINGTON 3D" 487 151 324 5 3 0 0 0
Fayette "WASHINGTON 3F" 639 164 458 2 4 0 0 0
Fayette "WASHINGTON 4A" 534 154 365 9 0 0 0 0
Fayette "WASHINGTON 4B" 322 102 210 4 2 0 0 0
Fayette "WASHINGTON 4C" 238 87 142 5 1 0 0 0
Fayette "WASHINGTON 4D" 186 66 105 6 5 0 0 0
Fayette CONCORD/GREEN 508 93 397 10 2 0 0 0
Fayette JASPER 273 67 201 3 2 0 0 0
Fayette "JEFFERSON NORTH" 199 44 152 2 1 0 0 0
Fayette "JEFFERSON SOUTH" 319 75 235 2 3 0 0 0
Fayette JEFFERSONVILLE 258 100 142 10 5 0 0 0
Fayette MADISON 417 110 297 6 2 0 0 0
Fayette MARION 293 68 217 5 2 0 0 0
Fayette BLOOMINGBURG 180 64 108 6 0 0 0 0
Fayette PAINT 342 86 247 2 2 0 0 0
Fayette PERRY 363 73 273 11 5 0 0 0
Fayette "UNION EAST" 250 60 182 4 0 0 0 0
Fayette "UNION NORTH" 326 106 209 6 2 0 0 0
Fayette "UNION SOUTH/WEST" 581 117 446 10 2 0 0 0
Fayette WAYNE 542 111 408 8 4 0 0 0
Franklin "BEXLEY 1-A" 628 450 157 15 5 0 0 0
Franklin "BEXLEY 1-B" 1099 722 349 18 3 0 0 0
Franklin "BEXLEY 2-A" 826 592 215 10 1 0 0 0
Franklin "BEXLEY 2-B" 941 678 242 14 3 0 0 0
Franklin "BEXLEY 3-A" 768 572 175 13 4 0 0 0
Franklin "BEXLEY 3-B" 614 454 143 13 3 0 0 0
Franklin "BEXLEY 3-C" 544 381 154 4 2 0 0 0
Franklin "BEXLEY 4-A" 359 250 105 2 1 0 0 0
Franklin "BEXLEY 4-B" 640 438 188 5 5 0 0 0
Franklin "BEXLEY 4-C" 727 542 165 11 7 0 0 0
Franklin "COLS 01-A" 663 511 141 6 3 0 0 0
Franklin "COLS 01-B" 556 414 117 10 12 0 0 0
Franklin "COLS 01-C" 858 675 156 18 7 0 0 0
Franklin "COLS 02-A" 362 291 49 9 7 0 0 0
Franklin "COLS 02-B" 741 575 143 11 6 0 0 0
Franklin "COLS 02-C" 884 685 175 17 7 0 0 0
Franklin "COLS 02-D" 844 658 168 12 5 0 0 0
Franklin "COLS 02-E" 713 562 134 8 7 0 0 0
Franklin "COLS 02-F" 681 524 140 12 1 0 0 0
Franklin "COLS 03-A" 362 325 20 9 4 0 0 0
Franklin "COLS 03-B" 409 352 43 3 6 0 0 0
Franklin "COLS 03-C" 517 438 63 5 9 0 0 0
Franklin "COLS 03-D" 459 360 81 10 3 0 0 0
Franklin "COLS 04-A" 351 318 26 5 1 0 0 0
Franklin "COLS 04-B" 409 365 31 3 6 0 0 0
Franklin "COLS 04-C" 402 360 25 5 8 0 0 0
Franklin "COLS 04-D" 374 337 28 3 3 0 0 0
Franklin "COLS 05-A" 370 338 21 2 8 0 0 0
Franklin "COLS 05-B" 382 351 15 5 5 0 0 0
Franklin "COLS 05-C" 285 262 15 2 2 0 0 0
Franklin "COLS 06-A" 412 385 25 1 0 0 0 0
Franklin "COLS 06-B" 573 531 28 3 4 0 0 0
Franklin "COLS 06-C" 436 386 31 1 8 0 0 0
Franklin "COLS 06-D" 477 429 32 6 7 0 0 0
Franklin "COLS 06-E" 378 351 18 1 2 0 0 0
Franklin "COLS 06-F" 415 378 24 3 5 0 0 0
Franklin "COLS 07-A" 293 259 18 9 5 0 0 0
Franklin "COLS 07-B" 605 535 41 6 8 0 0 0
Franklin "COLS 07-C" 435 396 26 2 6 0 0 0
Franklin "COLS 07-D" 526 463 36 10 10 0 0 0
Franklin "COLS 07-E" 221 199 14 1 3 0 0 0
Franklin "COLS 08-A" 809 612 178 15 2 0 0 0
Franklin "COLS 08-B" 934 732 171 12 13 0 0 0
Franklin "COLS 08-C" 833 637 184 8 4 0 0 0
Franklin "COLS 08-D" 756 583 164 6 0 0 0 0
Franklin "COLS 09-A" 433 284 126 10 5 0 0 0
Franklin "COLS 09-B" 415 288 102 8 13 0 0 0
Franklin "COLS 10-A" 293 214 65 11 3 0 0 0
Franklin "COLS 10-B" 160 122 21 6 5 0 0 0
Franklin "COLS 10-C" 492 370 79 12 20 0 0 0
Franklin "COLS 10-D" 526 363 146 10 6 0 0 0
Franklin "COLS 10-E" 866 497 345 10 5 0 0 0
Franklin "COLS 11-A" 285 215 61 2 3 0 0 0
Franklin "COLS 11-B" 375 214 139 14 3 0 0 0
Franklin "COLS 11-C" 589 358 205 10 9 0 0 0
Franklin "COLS 11-D" 438 228 191 8 3 0 0 0
Franklin "COLS 11-E" 520 258 232 10 11 0 0 0
Franklin "COLS 12-A" 748 634 86 14 13 0 0 0
Franklin "COLS 12-B" 738 639 69 16 12 0 0 0
Franklin "COLS 12-C" 846 700 125 11 7 0 0 0
Franklin "COLS 12-D" 973 774 186 8 5 0 0 0
Franklin "COLS 13-A" 229 195 17 9 5 0 0 0
Franklin "COLS 13-B" 308 275 13 3 8 0 0 0
Franklin "COLS 13-C" 262 251 7 1 1 0 0 0
Franklin "COLS 13-D" 374 339 22 7 0 0 0 0
Franklin "COLS 14-A" 918 673 226 12 3 0 0 0
Franklin "COLS 14-B" 697 568 114 7 4 0 0 0
Franklin "COLS 14-C" 703 574 114 9 5 0 0 0
Franklin "COLS 14-D" 496 408 63 14 8 0 0 0
Franklin "COLS 15-A" 528 444 63 8 11 0 0 0
Franklin "COLS 15-B" 610 412 190 7 1 0 0 0
Franklin "COLS 16-A" 688 594 62 10 20 0 0 0
Franklin "COLS 16-B" 537 431 83 11 9 0 0 0
Franklin "COLS 16-C" 536 465 46 14 10 0 0 0
Franklin "COLS 16-D" 451 378 48 9 14 0 0 0
Franklin "COLS 16-E" 524 444 63 11 4 0 0 0
Franklin "COLS 17-A" 456 378 57 8 6 0 0 0
Franklin "COLS 17-B" 517 473 20 5 11 0 0 0
Franklin "COLS 17-C" 275 252 9 4 4 0 0 0
Franklin "COLS 17-D" 280 259 12 1 4 0 0 0
Franklin "COLS 18-A" 803 694 74 11 21 0 0 0
Franklin "COLS 18-B" 711 607 88 5 9 0 0 0
Franklin "COLS 18-C" 879 766 77 17 17 0 0 0
Franklin "COLS 18-D" 550 475 63 6 4 0 0 0
Franklin "COLS 18-E" 718 634 64 6 12 0 0 0
Franklin "COLS 18-F" 715 624 64 10 14 0 0 0
Franklin "COLS 19-A" 646 487 151 2 5 0 0 0
Franklin "COLS 19-B" 841 634 190 8 2 0 0 0
Franklin "COLS 19-C" 784 586 187 5 5 0 0 0
Franklin "COLS 19-D" 868 630 203 20 7 0 0 0
Franklin "COLS 19-E" 660 487 164 4 3 0 0 0
Franklin "COLS 19-F" 867 700 156 7 2 0 0 0
Franklin "COLS 19-G" 688 505 175 3 4 0 0 0
Franklin "COLS 19-H" 905 771 113 9 7 0 0 0
Franklin "COLS 20-A" 1208 935 260 6 5 0 0 0
Franklin "COLS 20-B" 772 674 71 9 12 0 0 0
Franklin "COLS 20-C" 802 683 101 11 6 0 0 0
Franklin "COLS 21-A" 742 502 222 11 4 0 0 0
Franklin "COLS 21-B" 1026 759 236 16 12 0 0 0
Franklin "COLS 21-C" 693 478 194 10 5 0 0 0
Franklin "COLS 21-D" 492 392 79 9 9 0 0 0
Franklin "COLS 21-E" 890 627 242 11 8 0 0 0
Franklin "COLS 21-F" 743 536 195 7 2 0 0 0
Franklin "COLS 22-A" 817 571 219 15 7 0 0 0
Franklin "COLS 22-B" 645 497 137 7 3 0 0 0
Franklin "COLS 22-C" 805 610 175 12 6 0 0 0
Franklin "COLS 22-D" 843 543 276 10 8 0 0 0
Franklin "COLS 22-E" 490 303 169 3 10 0 0 0
Franklin "COLS 22-F" 551 360 176 4 5 0 0 0
Franklin "COLS 22-G" 744 558 169 10 2 0 0 0
Franklin "COLS 23-A" 445 350 79 6 6 0 0 0
Franklin "COLS 23-B" 513 415 74 9 7 0 0 0
Franklin "COLS 23-C" 641 470 149 5 16 0 0 0
Franklin "COLS 23-D" 647 474 150 5 8 0 0 0
Franklin "COLS 24-A" 320 242 68 5 2 0 0 0
Franklin "COLS 24-B" 423 294 111 10 3 0 0 0
Franklin "COLS 24-C" 433 288 116 16 6 0 0 0
Franklin "COLS 24-D" 384 317 54 4 3 0 0 0
Franklin "COLS 24-E" 432 286 124 9 11 0 0 0
Franklin "COLS 25-A" 445 400 33 4 4 0 0 0
Franklin "COLS 25-B" 422 383 29 0 3 0 0 0
Franklin "COLS 25-C" 542 504 19 6 7 0 0 0
Franklin "COLS 25-D" 470 441 19 1 3 0 0 0
Franklin "COLS 25-E" 468 443 16 4 3 0 0 0
Franklin "COLS 25-F" 417 376 26 6 4 0 0 0
Franklin "COLS 25-G" 284 265 10 3 1 0 0 0
Franklin "COLS 26-A" 515 452 41 11 2 0 0 0
Franklin "COLS 26-B" 490 441 36 4 5 0 0 0
Franklin "COLS 26-C" 387 306 61 10 4 0 0 0
Franklin "COLS 27-A" 387 319 52 9 4 0 0 0
Franklin "COLS 27-B" 311 268 36 2 3 0 0 0
Franklin "COLS 27-C" 639 397 226 8 5 0 0 0
Franklin "COLS 27-D" 527 391 106 11 10 0 0 0
Franklin "COLS 27-E" 401 300 86 6 8 0 0 0
Franklin "COLS 27-F" 731 421 298 5 2 0 0 0
Franklin "COLS 28-A" 515 474 29 3 2 0 0 0
Franklin "COLS 28-B" 480 439 27 4 3 0 0 0
Franklin "COLS 28-C" 546 479 61 2 1 0 0 0
Franklin "COLS 28-D" 542 427 105 1 7 0 0 0
Franklin "COLS 28-E" 1033 909 109 5 5 0 0 0
Franklin "COLS 28-F" 547 431 106 1 8 0 0 0
Franklin "COLS 29-A" 312 219 80 5 6 0 0 0
Franklin "COLS 29-B" 187 118 63 3 2 0 0 0
Franklin "COLS 29-C" 333 146 168 7 8 0 0 0
Franklin "COLS 29-D" 410 185 207 9 5 0 0 0
Franklin "COLS 30-A" 941 627 289 10 9 0 0 0
Franklin "COLS 30-B" 383 290 86 3 2 0 0 0
Franklin "COLS 30-C" 882 552 278 27 15 0 0 0
Franklin "COLS 30-D" 443 286 139 10 2 0 0 0
Franklin "COLS 31-A" 356 289 49 5 10 0 0 0
Franklin "COLS 31-B" 292 173 107 3 5 0 0 0
Franklin "COLS 31-C" 227 146 68 6 6 0 0 0
