DIST COUNTY AREA TOTAL DEM REP OverVotes UnderVotes WriteinVotes
DIST COUNTY AREA TOTAL BillNelson RickScott OverVotes UnderVotes WriteinVotes
NA Miami-Dade 4700 0 689 498 2 10 4
NA Miami-Dade 4710 0 426 726 1 16 3
NA Miami-Dade 4720 0 377 772 2 8 5
NA Miami-Dade 4820 0 0 0 0 0 0
NA Miami-Dade 4870 0 13 13 0 0 0
NA Miami-Dade 4880 0 853 837 2 22 3
NA Miami-Dade 4980 0 1027 107 3 29 3
NA Miami-Dade 4990 0 13 0 0 0 0
NA Miami-Dade 5000 0 245 605 0 11 1
NA Miami-Dade 5010 0 707 59 0 17 2
NA Miami-Dade 5020 0 1174 290 1 10 6
NA Miami-Dade 5030 0 265 309 2 47 2
NA Miami-Dade 5040 0 1174 220 1 5 2
NA Miami-Dade 5050 0 799 40 1 12 2
NA Miami-Dade 5060 0 603 22 0 6 4
NA Miami-Dade 5070 0 560 28 0 15 3
NA Miami-Dade 5080 0 846 24 2 18 2
NA Miami-Dade 5090 0 418 539 2 19 1
NA Miami-Dade 5100 0 224 300 1 12 2
NA Miami-Dade 5110 0 730 49 1 17 2
NA Miami-Dade 5120 0 789 43 1 15 1
NA Miami-Dade 5140 0 798 70 2 13 4
NA Miami-Dade 5150 0 808 92 0 14 1
NA Miami-Dade 5160 0 775 252 1 6 4
NA Miami-Dade 5170 0 572 93 1 6 1
NA Miami-Dade 5180 0 827 98 2 13 2
NA Miami-Dade 5190 0 980 63 1 13 5
NA Miami-Dade 5200 0 1388 75 1 17 5
NA Miami-Dade 5210 0 1088 56 4 14 3
NA Miami-Dade 5220 0 1383 131 1 32 9
NA Miami-Dade 5230 0 438 84 3 6 2
NA Miami-Dade 5240 0 728 379 0 10 1
NA Miami-Dade 5260 0 157 125 1 8 0
NA Miami-Dade 5270 0 77 65 0 2 0
NA Miami-Dade 5280 0 376 192 2 7 4
NA Miami-Dade 5290 0 1001 296 1 33 7
NA Miami-Dade 5300 0 183 64 0 0 0
NA Miami-Dade 5310 0 792 188 0 28 5
NA Miami-Dade 5320 0 408 74 0 2 1
NA Miami-Dade 5330 0 1435 118 0 29 4
NA Miami-Dade 5340 0 789 245 0 4 1
NA Miami-Dade 5350 0 415 123 2 8 2
NA Miami-Dade 5360 0 355 70 1 4 2
NA Miami-Dade 5370 0 246 61 0 6 0
NA Miami-Dade 5380 0 2024 449 0 23 3
NA Miami-Dade 5400 0 8 3 0 0 0
NA Miami-Dade 5410 0 1573 865 2 10 4
NA Miami-Dade 5420 0 0 0 0 0 0
NA Miami-Dade 5430 0 750 507 3 36 7
NA Miami-Dade 5440 0 1416 462 0 8 2
NA Miami-Dade 5450 0 861 791 3 48 7
NA Miami-Dade 5460 0 714 298 0 4 3
NA Miami-Dade 5470 0 171 162 0 10 3
NA Miami-Dade 5480 0 399 569 3 20 3
NA Miami-Dade 5490 0 434 493 1 15 6
NA Miami-Dade 5500 0 455 634 0 18 4
NA Miami-Dade 5510 0 484 468 0 15 2
NA Miami-Dade 5520 0 228 386 0 16 3
NA Miami-Dade 5530 0 359 565 0 11 2
NA Miami-Dade 5540 0 345 580 1 17 3
NA Miami-Dade 5560 0 556 759 2 32 2
NA Miami-Dade 5570 0 672 1039 1 22 6
NA Miami-Dade 5580 0 314 434 1 13 1
NA Miami-Dade 5590 0 339 486 0 13 6
NA Miami-Dade 5600 0 355 392 1 12 0
NA Miami-Dade 5610 0 1126 828 2 17 5
NA Miami-Dade 5620 0 0 0 0 0 0
NA Miami-Dade 5630 0 700 392 3 21 0
NA Miami-Dade 5640 0 595 430 1 27 2
NA Miami-Dade 5650 0 521 407 0 10 2
NA Miami-Dade 5660 0 991 518 2 29 3
NA Miami-Dade 5670 0 689 640 3 20 3
NA Miami-Dade 5680 0 1 0 0 0 0
NA Miami-Dade 5690 0 1727 1086 0 25 5
NA Miami-Dade 5700 0 605 471 4 8 2
NA Miami-Dade 5710 0 186 97 0 4 0
NA Miami-Dade 5720 0 428 424 1 15 2
NA Miami-Dade 5730 0 694 702 2 16 7
NA Miami-Dade 5740 0 668 676 1 18 3
NA Miami-Dade 5750 0 742 949 1 34 3
NA Miami-Dade 5760 0 909 880 0 30 3
NA Miami-Dade 5770 0 902 572 3 14 3
NA Miami-Dade 5780 0 617 535 0 14 3
NA Miami-Dade 5790 0 1103 903 2 21 7
NA Miami-Dade 5800 0 87 15 0 1 0
NA Miami-Dade 5810 0 512 438 3 34 0
NA Miami-Dade 5820 0 1675 1045 4 32 5
NA Miami-Dade 5830 0 923 272 1 4 2
NA Miami-Dade 5840 0 886 237 0 15 3
NA Miami-Dade 5850 0 452 23 1 9 1
NA Miami-Dade 5860 0 948 381 1 7 3
NA Miami-Dade 5870 0 1149 474 0 6 2
NA Miami-Dade 5880 0 1 0 0 0 0
NA Miami-Dade 5890 0 60 14 0 1 0
NA Miami-Dade 5910 0 600 321 3 28 2
NA Miami-Dade 5920 0 421 323 0 11 2
NA Miami-Dade 5930 0 654 528 1 36 4
NA Miami-Dade 5940 0 330 199 0 6 8
NA Miami-Dade 5950 0 146 110 0 3 3
NA Miami-Dade 5960 0 627 645 1 19 5
NA Miami-Dade 5970 0 0 0 0 0 0
NA Miami-Dade 5980 0 156 61 0 7 1
NA Miami-Dade 5990 0 446 112 1 0 0
NA Miami-Dade 6010 0 669 626 0 7 0
NA Miami-Dade 6020 0 570 512 0 3 1
NA Miami-Dade 6030 0 149 91 0 2 0
NA Miami-Dade 6040 0 1034 564 0 15 4
NA Miami-Dade 6060 0 1207 583 0 11 4
NA Miami-Dade 6070 0 757 662 1 9 2
NA Miami-Dade 6080 0 719 788 0 9 2
NA Miami-Dade 6090 0 646 475 0 4 2
NA Miami-Dade 6110 0 639 829 1 10 2
NA Miami-Dade 6120 0 510 307 1 4 1
NA Miami-Dade 6130 0 554 504 1 13 1
NA Miami-Dade 6140 0 469 434 0 3 1
NA Miami-Dade 6150 0 608 623 1 12 2
NA Miami-Dade 6160 0 546 472 1 4 2
NA Miami-Dade 6170 0 970 1322 3 12 0
NA Miami-Dade 6180 0 414 495 1 5 0
NA Miami-Dade 6210 0 1192 376 6 16 3
NA Miami-Dade 6220 0 58 62 0 2 0
NA Miami-Dade 6230 0 291 195 1 2 3
NA Miami-Dade 6240 0 497 316 0 4 2
NA Miami-Dade 6250 0 931 538 5 12 1
NA Miami-Dade 6260 0 216 214 0 2 1
NA Miami-Dade 6270 0 827 639 0 8 6
NA Miami-Dade 6280 0 444 438 0 2 2
NA Miami-Dade 6300 0 572 537 1 4 0
NA Miami-Dade 6310 0 329 271 0 6 0
NA Miami-Dade 6320 0 895 658 0 9 2
NA Miami-Dade 6330 0 804 479 0 10 3
NA Miami-Dade 6340 0 186 13 0 0 0
NA Miami-Dade 6350 0 98 71 0 1 0
NA Miami-Dade 6360 0 1126 953 1 9 4
NA Miami-Dade 6400 0 963 464 0 9 3
NA Miami-Dade 6410 0 1032 706 0 9 5
NA Miami-Dade 6420 0 260 153 0 0 1
NA Miami-Dade 6430 0 462 365 0 8 1
NA Miami-Dade 6440 0 350 192 3 5 1
NA Miami-Dade 6460 0 109 61 0 1 0
NA Miami-Dade 6480 0 42 12 0 0 1
NA Miami-Dade 6490 0 486 320 1 3 0
NA Miami-Dade 6500 0 178 131 0 0 1
NA Miami-Dade 6510 0 209 144 0 3 1
NA Miami-Dade 6520 0 209 180 0 4 0
NA Miami-Dade 6530 0 271 259 1 5 0
NA Miami-Dade 6550 0 0 2 0 0 0
NA Miami-Dade 6560 0 207 129 0 25 2
NA Miami-Dade 6580 0 0 0 0 0 0
NA Miami-Dade 6590 0 197 75 0 4 0
NA Miami-Dade 6670 0 458 375 2 12 0
NA Miami-Dade 6680 0 0 0 0 0 0
NA Miami-Dade 6690 0 611 510 5 39 2
NA Miami-Dade 6700 0 705 881 1 33 6
NA Miami-Dade 6720 0 524 454 1 4 3
NA Miami-Dade 6730 0 247 47 0 1 0
NA Miami-Dade 6740 0 423 317 1 9 3
NA Miami-Dade 6930 0 644 451 1 10 1
NA Miami-Dade 6940 0 811 653 0 17 6
NA Miami-Dade 6950 0 788 776 0 13 3
NA Miami-Dade 6960 0 1105 658 0 8 4
NA Miami-Dade 6970 0 808 798 0 10 3
NA Miami-Dade 6990 0 557 320 1 9 2
NA Miami-Dade 7000 0 393 266 1 5 1
NA Miami-Dade 7010 0 731 1016 2 20 2
NA Miami-Dade 7020 0 709 776 0 9 5
NA Miami-Dade 7030 0 964 799 2 17 2
NA Miami-Dade 7040 0 503 842 1 9 1
NA Miami-Dade 7050 0 665 889 3 11 2
NA Miami-Dade 7060 0 587 976 1 23 2
NA Miami-Dade 7070 0 119 354 0 4 2
NA Miami-Dade 7080 0 568 930 1 18 2
NA Miami-Dade 7100 0 396 716 3 17 5
NA Miami-Dade 7110 0 1111 1070 3 18 4
NA Miami-Dade 7120 0 458 827 1 13 2
NA Miami-Dade 7130 0 583 881 2 15 6
NA Miami-Dade 7140 0 471 835 2 17 4
NA Miami-Dade 7150 0 541 859 0 14 2
NA Miami-Dade 7160 0 400 778 2 4 1
NA Miami-Dade 7170 0 996 748 1 18 5
NA Miami-Dade 7180 0 590 849 0 11 1
NA Miami-Dade 7190 0 624 775 0 4 5
NA Miami-Dade 7200 0 415 807 1 10 2
NA Miami-Dade 7210 0 1196 1088 3 17 3
NA Miami-Dade 7230 0 545 786 0 15 2
NA Miami-Dade 7250 0 608 741 3 16 0
NA Miami-Dade 7260 0 263 402 0 3 1
NA Miami-Dade 7270 0 546 391 0 17 3
NA Miami-Dade 7280 0 1066 707 1 17 5
NA Miami-Dade 7290 0 751 599 1 21 6
NA Miami-Dade 7300 0 1059 669 1 12 4
NA Miami-Dade 7310 0 505 665 1 12 3
NA Miami-Dade 7320 0 512 568 1 10 5
NA Miami-Dade 7330 0 881 1282 2 29 4
NA Miami-Dade 7340 0 343 399 0 8 1
NA Miami-Dade 7350 0 767 768 0 16 4
NA Miami-Dade 7360 0 583 412 2 18 1
NA Miami-Dade 7370 0 639 394 4 12 1
NA Miami-Dade 7380 0 1342 803 2 10 11
NA Miami-Dade 7390 0 556 492 0 9 5
NA Miami-Dade 7400 0 756 591 0 10 0
NA Miami-Dade 7410 0 1265 830 1 15 3
NA Miami-Dade 7420 0 975 592 1 6 6
NA Miami-Dade 7430 0 575 417 0 12 2
NA Miami-Dade 7440 0 1284 1147 1 18 5
NA Miami-Dade 7450 0 1268 945 1 26 5
NA Miami-Dade 7460 0 596 294 0 10 0
NA Miami-Dade 7470 0 681 461 3 21 5
NA Miami-Dade 7480 0 707 736 1 14 4
NA Miami-Dade 7490 0 760 673 0 19 2
NA Miami-Dade 7500 0 919 1066 4 18 3
NA Miami-Dade 7510 0 504 664 0 8 4
NA Miami-Dade 7520 0 1204 754 2 22 3
NA Miami-Dade 7530 0 251 271 0 6 2
NA Miami-Dade 7540 0 845 734 3 11 0
NA Miami-Dade 7550 0 385 449 0 8 3
NA Miami-Dade 7560 0 851 816 1 16 5
NA Miami-Dade 7570 0 1201 746 0 20 4
NA Miami-Dade 7580 0 538 483 1 14 4
NA Miami-Dade 7590 0 637 582 0 12 0
NA Miami-Dade 7600 0 494 626 0 8 2
NA Miami-Dade 7610 0 1056 706 1 11 3
NA Miami-Dade 7620 0 920 480 0 6 4
NA Miami-Dade 7630 0 586 662 1 12 9
NA Miami-Dade 7640 0 1314 1343 2 16 6
NA Miami-Dade 7650 0 859 643 0 22 4
NA Miami-Dade 7660 0 985 520 3 12 3
NA Miami-Dade 7670 0 774 555 1 11 6
NA Miami-Dade 7680 0 221 188 0 2 0
NA Miami-Dade 7690 0 690 514 1 10 5
NA Miami-Dade 7700 0 688 813 2 16 5
NA Miami-Dade 7710 0 899 623 0 15 3
NA Miami-Dade 7720 0 722 735 1 19 4
NA Miami-Dade 7730 0 687 1083 4 18 1
NA Miami-Dade 7740 0 585 380 1 10 1
NA Miami-Dade 7750 0 929 839 0 23 1
NA Miami-Dade 7760 0 991 742 3 10 2
NA Miami-Dade 7770 0 244 318 0 6 0
NA Miami-Dade 7780 0 134 422 0 4 0
NA Miami-Dade 7790 0 285 399 1 5 1
NA Miami-Dade 7810 0 212 351 0 5 1
NA Miami-Dade 7820 0 468 469 3 6 3
NA Miami-Dade 7830 0 857 675 0 9 1
NA Miami-Dade 7840 0 753 632 1 13 0
NA Miami-Dade 7850 0 369 270 1 6 3
NA Miami-Dade 7860 0 729 723 0 8 5
NA Miami-Dade 7870 0 56 80 0 0 0
NA Miami-Dade 7880 0 692 401 2 9 0
NA Miami-Dade 7890 0 13 26 0 0 0
NA Miami-Dade 7900 0 14 44 0 2 0
NA Miami-Dade 7910 0 267 128 0 5 3
NA Miami-Dade 7920 0 693 501 1 16 2
NA Miami-Dade 7930 0 608 567 0 12 0
NA Miami-Dade 7940 0 885 698 2 24 2
NA Miami-Dade 7960 0 33 50 0 0 0
NA Miami-Dade 7970 0 771 760 4 8 1
NA Miami-Dade 7980 0 1248 1560 1 22 5
NA Miami-Dade 8000 0 530 406 1 7 0
NA Miami-Dade 8010 0 1070 117 2 12 1
NA Miami-Dade 8020 0 1046 92 1 7 2
NA Miami-Dade 8030 0 1083 63 1 4 2
NA Miami-Dade 8040 0 750 626 1 5 4
NA Miami-Dade 8050 0 852 519 0 16 1
NA Miami-Dade 8060 0 697 403 0 7 0
NA Miami-Dade 8070 0 665 438 0 4 1
NA Miami-Dade 8080 0 340 382 0 7 1
NA Miami-Dade 8090 0 125 153 0 2 0
NA Miami-Dade 8100 0 1310 1054 0 11 1
NA Miami-Dade 8110 0 822 488 0 11 6
NA Miami-Dade 8120 0 1007 383 0 9 3
NA Miami-Dade 8130 0 1990 452 2 28 8
NA Miami-Dade 8140 0 1182 601 1 19 3
NA Miami-Dade 8150 0 590 400 3 22 1
NA Miami-Dade 8160 0 1270 334 0 11 2
NA Miami-Dade 8170 0 914 183 1 6 1
NA Miami-Dade 8180 0 907 60 3 18 2
NA Miami-Dade 8190 0 464 380 0 9 2
NA Miami-Dade 8200 0 1379 1148 2 20 8
NA Miami-Dade 8210 0 1206 958 2 19 6
NA Miami-Dade 8220 0 728 598 2 23 2
NA Miami-Dade 8230 0 899 638 0 15 2
NA Miami-Dade 8240 0 480 353 0 9 1
NA Miami-Dade 8250 0 1238 814 2 25 8
NA Miami-Dade 8260 0 582 60 1 11 3
NA Miami-Dade 8270 0 813 340 3 15 3
NA Miami-Dade 8290 0 850 388 0 13 3
NA Miami-Dade 8300 0 729 289 0 6 2
NA Miami-Dade 8310 0 211 89 0 3 0
NA Miami-Dade 8320 0 660 288 0 11 4
NA Miami-Dade 8330 0 72 34 0 2 0
NA Miami-Dade 8340 0 22 3 0 0 1
NA Miami-Dade 8350 0 2 2 0 0 0
NA Miami-Dade 8360 0 0 0 0 0 0
NA Miami-Dade 8370 0 959 719 1 6 4
NA Miami-Dade 8380 0 252 174 0 13 2
NA Miami-Dade 8390 0 406 170 0 7 2
NA Miami-Dade 8400 0 661 421 1 7 2
NA Miami-Dade 8410 0 796 537 0 8 4
NA Miami-Dade 8420 0 127 47 1 3 1
NA Miami-Dade 8430 0 31 16 1 1 0
NA Miami-Dade 8440 0 0 2 0 0 0
NA Miami-Dade 8450 0 647 452 1 9 0
NA Miami-Dade 8460 0 982 628 1 21 3
NA Miami-Dade 8470 0 1556 883 0 33 9
NA Miami-Dade 8480 0 284 449 0 7 3
NA Miami-Dade 8490 0 276 123 0 5 1
NA Miami-Dade 8500 0 89 131 0 1 0
NA Miami-Dade 8510 0 741 222 1 16 3
NA Miami-Dade 8520 0 2 14 0 1 0
NA Miami-Dade 8530 0 389 557 0 7 2
NA Miami-Dade 8540 0 938 537 0 18 3
NA Miami-Dade 8560 0 1301 160 1 15 1
NA Miami-Dade 8570 0 1159 805 1 14 2
NA Miami-Dade 8580 0 848 667 0 10 2
NA Miami-Dade 8590 0 953 714 0 11 5
NA Miami-Dade 8600 0 412 247 3 5 4
NA Miami-Dade 8620 0 1196 579 1 16 5
NA Miami-Dade 8880 0 68 41 0 3 0
NA Miami-Dade 8890 0 297 126 0 1 1
NA Miami-Dade 8900 0 1001 356 2 12 3
NA Miami-Dade 8910 0 1131 461 1 15 2
NA Miami-Dade 8920 0 55 43 1 1 0
NA Miami-Dade 8930 0 169 35 0 0 0
NA Miami-Dade 8940 0 18 5 0 0 0
NA Miami-Dade 8950 0 477 291 1 2 1
NA Miami-Dade 8960 0 25 28 0 2 0
NA Miami-Dade 8970 0 583 461 2 11 2
NA Miami-Dade 9000 0 321 367 0 3 1
NA Miami-Dade 9010 0 328 567 0 7 3
NA Miami-Dade 9030 0 1555 416 2 13 2
NA Miami-Dade 9040 0 1454 738 2 19 9
NA Miami-Dade 9050 0 272 130 0 6 0
NA Miami-Dade 9060 0 363 153 0 6 0
NA Miami-Dade 9070 0 499 325 0 7 4
NA Miami-Dade 9090 0 1027 339 3 12 2
NA Miami-Dade 9100 0 783 465 3 12 6
NA Miami-Dade 9110 0 816 376 2 13 3
NA Miami-Dade 9130 0 874 1073 1 31 6
NA Miami-Dade 9140 0 337 517 1 7 2
NA Miami-Dade 9150 0 616 575 2 15 4
NA Miami-Dade 9160 0 341 132 1 8 2
NA Miami-Dade 9180 0 188 133 2 4 2
NA Miami-Dade 9190 0 787 527 2 9 0
NA Miami-Dade 9200 0 741 115 2 13 5
NA Miami-Dade 9220 0 785 69 3 15 3
NA Miami-Dade 9230 0 78 104 1 0 0
NA Miami-Dade 9240 0 92 93 0 3 0
NA Miami-Dade 9260 0 393 312 1 7 3
NA Miami-Dade 9280 0 1288 767 1 16 5
NA Miami-Dade 9300 0 209 282 2 1 1
NA Miami-Dade 9310 0 314 172 0 7 1
NA Miami-Dade 9320 0 252 104 0 5 1
NA Miami-Dade 9330 0 3 0 0 0 0
NA Miami-Dade 9340 0 1178 680 1 11 3
NA Miami-Dade 9350 0 75 30 0 5 0
NA Miami-Dade 9360 0 171 50 0 3 2
NA Miami-Dade 9370 0 13 2 0 0 0
NA Miami-Dade 9380 0 0 1 0 0 0
NA Miami-Dade 9390 0 0 0 0 0 0
NA Miami-Dade 9400 0 235 127 1 4 3
NA Miami-Dade 9410 0 232 299 0 2 5
NA Miami-Dade 9420 0 172 44 0 2 0
NA Miami-Dade 9430 0 94 93 0 2 0
NA Miami-Dade 9440 0 2 0 0 1 0
NA Miami-Dade 9450 0 0 0 0 0 0
NA Miami-Dade 9470 0 1494 694 2 16 7
NA Miami-Dade 9480 0 882 235 2 11 1
NA Miami-Dade 9490 0 664 206 5 9 1
NA Miami-Dade 9500 0 0 0 0 0 0
NA Miami-Dade 9510 0 769 201 3 14 5
NA Miami-Dade 9530 0 530 454 0 8 5
NA Miami-Dade 9550 0 415 40 0 4 2
NA Miami-Dade 9570 0 323 296 0 5 1
NA Miami-Dade 9590 0 537 245 0 6 5
NA Miami-Dade 9600 0 164 76 1 1 0
NA Miami-Dade 9610 0 619 92 3 3 1
NA Miami-Dade 9630 0 233 193 1 8 0
NA Miami-Dade 9650 0 1705 905 3 18 6
NA Miami-Dade 9660 0 138 23 0 2 0
NA Miami-Dade 9670 0 311 134 0 6 1
NA Miami-Dade 9680 0 5 1 0 0 0
NA Miami-Dade 9690 0 892 740 0 19 2
NA Miami-Dade 9700 0 58 81 0 3 0
NA Miami-Dade 9710 0 189 252 0 6 1
NA Miami-Dade 9740 0 310 461 1 12 2
NA Miami-Dade 9750 0 118 52 0 6 1
NA Miami-Dade 9760 0 151 14 0 5 0
NA Miami-Dade 9780 0 599 48 0 3 7
NA Miami-Dade 9790 0 153 266 0 4 0
NA Miami-Dade 9800 0 205 93 1 6 0
NA Miami-Dade 9810 0 432 202 1 10 3
NA Miami-Dade 9820 0 59 28 0 7 0
NA Miami-Dade 9830 0 257 135 0 1 0
NA Miami-Dade 9840 0 1397 433 0 10 7
NA Miami-Dade 9850 0 125 35 0 1 2
NA Miami-Dade 9870 0 39 45 0 1 0
NA Miami-Dade 9890 0 3 8 0 0 0
NA Miami-Dade 9900 0 0 0 0 0 0
NA Miami-Dade 9910 0 396 591 1 20 2
NA Miami-Dade 9920 0 28 82 0 6 1
NA Miami-Dade 9930 0 93 61 1 1 0
NA Miami-Dade 9940 0 220 258 1 10 0
NA Miami-Dade 9950 0 1255 594 0 13 3
NA Miami-Dade 9960 0 1018 333 0 5 1
NA Miami-Dade 9970 0 108 108 1 5 0
NA Miami-Dade 9990 0 151 49 0 1 2
NA Desoto 01 0 366 784 0 8 6
NA Desoto 02 0 295 684 0 10 7
NA Desoto 03 0 19 33 0 1 0
NA Desoto 05 0 128 5 0 2 0
NA Desoto 06 0 215 23 0 3 1
NA Desoto 07 0 433 676 0 9 8
NA Desoto 08 0 69 258 0 5 3
NA Desoto 09 0 60 271 0 5 0
NA Desoto 10 0 510 829 1 18 10
NA Desoto 11 0 116 13 0 3 1
NA Desoto 13 0 206 485 0 9 2
NA Desoto 14 0 202 598 0 10 5
NA Desoto 15 0 249 141 0 13 5
NA Desoto 16 0 152 170 0 5 1
NA Desoto 17 0 306 532 0 9 5
NA Dixie 01 0 303 985 0 10 7
NA Dixie 02 0 64 210 0 6 1
NA Dixie 04 0 356 1204 1 11 6
NA Dixie 05 0 35 226 0 2 0
NA Dixie 06 0 101 485 0 7 1
NA Dixie 07 0 38 179 0 8 2
NA Dixie 09 0 294 436 1 17 5
NA Dixie 10 0 48 302 0 6 3
NA Dixie 11 0 47 227 0 2 0
NA Dixie 12 0 32 187 0 2 1
NA Duval 1001 0 1675 116 0 12 7
NA Duval 1002 0 1765 74 0 16 9
NA Duval 1003 0 959 33 0 7 2
NA Duval 1004 0 1580 46 0 13 8
NA Duval 1005 0 2170 100 0 19 12
NA Duval 1006 0 528 474 0 8 3
NA Duval 1007 0 388 409 0 4 2
NA Duval 1008 0 1331 678 0 15 7
NA Duval 1009 0 1043 605 0 20 9
NA Duval 101 0 914 787 0 6 7
NA Duval 1010 0 682 681 0 5 5
NA Duval 1011 0 237 515 0 2 2
NA Duval 1012 0 1209 384 0 9 7
NA Duval 1013 0 397 457 0 7 4
NA Duval 1014 0 1282 757 0 15 5
NA Duval 1015 0 985 658 0 13 7
NA Duval 1016 0 650 428 0 2 7
NA Duval 102 0 1871 843 0 22 12
NA Duval 103 0 548 550 0 5 3
NA Duval 104 0 780 854 0 7 7
NA Duval 105 0 1206 1349 0 14 6
NA Duval 106 0 1758 1323 0 17 11
NA Duval 107 0 551 286 0 14 5
NA Duval 108 0 647 757 0 5 7
NA Duval 109 0 460 437 0 11 4
NA Duval 110 0 576 870 0 7 7
NA Duval 1101 0 354 431 0 3 2
NA Duval 1102 0 135 254 0 1 1
NA Duval 1103 0 1018 1140 0 2 6
NA Duval 1104 0 1553 1957 0 17 13
NA Duval 1105 0 1459 1342 0 20 13
NA Duval 1106 0 1921 2307 0 21 11
NA Duval 1107 0 427 832 0 5 0
NA Duval 1108 0 1132 925 0 15 2
NA Duval 1109 0 357 1179 0 5 1
NA Duval 111 0 466 670 0 3 1
NA Duval 1110 0 1773 1945 0 22 2
NA Duval 1111 0 647 352 0 9 2
NA Duval 1112 0 1012 1100 0 11 8
NA Duval 1113 0 1300 692 0 10 11
NA Duval 1114 0 1074 817 0 18 4
NA Duval 1115 0 1202 1334 0 11 5
NA Duval 112 0 742 338 0 10 4
NA Duval 113 0 2059 1610 0 27 9
NA Duval 114 0 726 346 0 10 4
NA Duval 1201 0 487 1423 0 16 3
NA Duval 1202 0 587 1090 0 6 1
NA Duval 1203 0 156 653 0 4 1
NA Duval 1204 0 332 820 0 8 4
NA Duval 1205 0 1217 1221 0 14 12
NA Duval 1206 0 1113 1408 0 10 4
NA Duval 1207 0 184 333 0 7 4
NA Duval 1208 0 1118 1102 0 8 9
NA Duval 1209 0 579 1604 0 8 9
NA Duval 1210 0 690 896 0 12 5
NA Duval 1211 0 1363 1198 0 16 6
NA Duval 1212 0 2099 1732 0 17 12
NA Duval 1213 0 1432 1308 0 14 9
NA Duval 1301 0 877 1458 0 17 4
NA Duval 1302 0 751 1464 0 22 9
NA Duval 1303 0 661 1178 0 10 7
NA Duval 1304 0 911 1023 0 11 5
NA Duval 1305 0 825 1247 0 11 5
NA Duval 1306 0 855 931 0 15 3
NA Duval 1307 0 1021 1455 0 14 1
NA Duval 1308 0 937 969 0 13 7
NA Duval 1309 0 846 1280 0 13 6
NA Duval 1310 0 805 1275 0 20 6
NA Duval 1311 0 903 1597 0 21 6
NA Duval 1312 0 741 690 0 9 13
NA Duval 1313 0 801 2194 0 19 4
NA Duval 1314 0 162 252 0 1 0
NA Duval 1315 0 1266 1450 0 18 15
NA Duval 1401 0 847 835 0 17 7
NA Duval 1402 0 892 1036 0 10 6
NA Duval 1403 0 782 828 0 10 3
NA Duval 1404 0 1796 1385 0 20 8
NA Duval 1405 0 896 615 0 17 3
NA Duval 1406 0 438 608 0 2 7
NA Duval 1407 0 782 247 0 7 2
NA Duval 1408 0 964 1286 0 10 10
NA Duval 1409 0 914 1324 0 14 7
NA Duval 1410 0 1451 1331 0 12 8
NA Duval 1411 0 1125 2856 0 30 6
NA Duval 1412 0 735 842 0 11 6
NA Duval 1413 0 1691 978 0 18 8
NA Duval 1414 0 452 406 0 5 4
NA Duval 1415 0 971 635 0 14 5
NA Duval 201 0 830 1079 0 8 6
NA Duval 202 0 1457 1945 0 18 4
NA Duval 203 0 1424 1347 0 19 15
NA Duval 204 0 446 1148 0 8 5
NA Duval 205 0 2250 3010 0 28 15
NA Duval 206 0 983 2438 0 16 6
NA Duval 207 0 1511 1991 0 20 10
NA Duval 208 0 369 1306 0 6 0
NA Duval 209 0 521 1314 0 11 3
NA Duval 210 0 221 789 0 3 5
NA Duval 211 0 1278 1763 0 8 6
NA Duval 212 0 76 394 0 3 2
NA Duval 213 0 362 698 0 3 1
NA Duval 301 0 454 1161 0 5 2
NA Duval 302 0 569 881 0 7 7
NA Duval 303 0 826 1452 0 17 6
NA Duval 304 0 449 1156 0 8 2
NA Duval 305 0 1450 2109 0 14 14
NA Duval 306 0 1273 1101 0 16 7
NA Duval 307 0 627 776 0 17 2
NA Duval 308 0 413 814 0 4 4
NA Duval 309 0 913 1121 0 7 9
NA Duval 310 0 660 1382 0 8 0
NA Duval 311 0 607 1153 0 15 3
NA Duval 312 0 1907 2874 0 18 13
NA Duval 313 0 1257 1690 0 17 12
NA Duval 315 0 449 702 0 4 2
NA Duval 401 0 351 521 0 11 4
NA Duval 402 0 1097 1127 0 13 10
NA Duval 403 0 1702 1533 0 20 10
NA Duval 404 0 593 1375 0 10 2
NA Duval 405 0 632 446 0 3 6
NA Duval 407 0 1786 1960 0 23 7
NA Duval 408 0 868 1610 0 18 12
NA Duval 409 0 835 868 0 16 7
NA Duval 410 0 1145 1261 0 14 7
NA Duval 411 0 1107 1306 0 15 18
NA Duval 412 0 988 748 0 10 6
NA Duval 501 0 1102 1057 0 10 7
NA Duval 502 0 296 442 0 5 2
NA Duval 503 0 896 449 0 22 10
NA Duval 504 0 572 806 0 7 3
NA Duval 505 0 677 1188 0 8 2
NA Duval 506 0 1233 955 0 15 5
NA Duval 507 0 673 425 0 12 4
NA Duval 508 0 1420 1972 0 32 7
NA Duval 509 0 1132 1804 0 12 5
NA Duval 510 0 946 1388 0 10 10
NA Duval 511 0 918 846 0 22 17
NA Duval 512 0 1544 1369 0 22 9
NA Duval 513 0 633 716 0 20 4
NA Duval 601 0 685 1857 0 12 4
NA Duval 602 0 1012 1794 0 16 8
NA Duval 603 0 970 1848 0 13 2
NA Duval 604 0 398 1033 0 10 2
NA Duval 605 0 820 2148 0 16 7
NA Duval 606 0 1247 2834 0 19 10
NA Duval 607 0 565 801 0 9 8
NA Duval 608 0 1586 2404 0 32 16
